# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\texture_full.png	180	230	30
# id	left	top	right	bottom	texture_id
[SPRITES]
#=============SIMON====================
# idle left
10001	659	2	721	65	0
# walk left
10002	725	2	779	65	0
10003	781	2	843	65	0
10004	843	1	897	65	0
# jump & sit
10005	778	68	840	117	0
# stand attack
10011	896	2	958	65	0
10012	959	2	1021	65	0
10013	1025	2	1087	65	0
# sit attack
10014	652	142	714	191	0
10015	730	142	792	191	0
10016	803	142	865	191	0
# go up stair
10100	715	65	777	131	0
10101	725	0	787	65	0
# go up attack
10110	895	66	957	132	0
10111	959	66	1021	132	0
10112	1027	66	1089	132	0
# go down stair
10102	659	65	721	131	0
10103	725	0	787	65	0
# go down attack
10120	895	131	957	197	0
10121	959	131	1021	197	0
10122	1027	131	1089	197	0
# hurt
10104	837	64	899	126	0
#die
10200	579	30	671	65	0
# transition left
10400	972	624	1034	687	0
10401	1034	624	1096	687	0
10402	972	687	1034	750	0
10403	1034	687	1096	750	0
10404	659	202	721	265	0

#=======================BRICK===================
9996	324	735	356	767	0
#===================TORCH======================
11000	508	92	540	158	0
11001	540	92	572	158	0

#=====================WHIP====================
#level 1
12000	25	364	152	420	0
12001	186	364	313	420	0
12002	350	364	465	420	0
# level 2
12010	25	432	152	488	0
12011	186	432	313	488	0
12012	350	434	465	490	0
# level 3
12020	0	500	152	556	0
12021	160	500	313	556	0
12022	318	502	465	558	0
#==================AXE=========================
12030	203	321	235	353	0
12031	235	321	267	353	0
12032	267	321	292	353	0
12033	292	321	324	353	0
#===================HOLLYWATER===============
12040	49	325	70	348	0
#==================BOOMERANG=================
12050	340	321	368	352	0
12051	369	320	396	350	0
12052	398	322	425	351	0
#===================ITEM========================
# item whipUpgrade
13000	424	200	459	234	0
# item knife
13001	2	330	34	349	0
# item heart
13002	293	229	318	250	0
# item small heart
13003	292	204	310	221	0
# item money
#red
13004	353	238	386	270	0
# yellow
13005	356	205	386	235	0
# purple
13006	386	205	418	235	0
# blue
13007	386	238	418	270	0
# item clock
13008	424	238	457	275	0
# item cross
13009	468	201	502	236	0
# Ball Boss enemy
13010	587	240	614	274	0
13011	614	240	644	274	0
# item II
13012	550	240	579	269	0
# item hollywater
13013	510	238	545	276	0
# item III
13014	587	202	621	234	0
# item vase
13015	552	200	579	234	0
# item boomerang
13016	510	204	543	236	0
# Crown
13017	375	158	406	192	0
13018	409	158	440	192	0
13019	443	158	474	192	0
13020	477	158	508	192	0
# =============EFFECT======================
#===================Fire after torch was stroke===========
13103	318	156	360	196	0
13102	271	156	318	196	0
13101	232	156	271	196	0
#================ Hit Effect ===================
13120	191	169	214	202	0
#=========== Number of money effect =============
# 100
13140	240	125	274	144	0
# 400
13141	313	124	345	145	0
# 700
13142	377	124	415	145	0
# 1000
13143	446	123	488	144	0
#============= effect holywater===========
13150	80	325	93	353	0
13151	94	325	111	353	0
13152	110	325	130	353	0
13153	130	325	164	353	0
13154	164	325	197	353	0
#=============HUD===============================
50000	0	560	551	636	0
# Number
60000	327	89	342	102	0
60001	342	89	357	102	0
60002	357	89	372	102	0
60003	372	89	387	102	0
60004	387	89	402	102	0
60005	402	89	417	102	0
60006	417	89	432	102	0
60007	432	89	447	102	0
60008	447	89	462	102	0
60009	462	89	477	102	0
60010	477	89	492	102	0
#blood
60011	277	77	289	96	0
60012	300	77	311	96	0
60013	289	77	300	96	0
[MAP_TEXTURES]
#idScene	x	y	rowSprite	columnSprite
1	4	640	4	17

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== SIMON ====================================================
# transition
399	10400	20	10401	20	10402	20	10403	20	10404	20
# idle left
400	10001	100
# walking left
401	10001	100	10002	100	10003	100	10004	100
# jump
402	10005	100
# sit
403	10005	200
# stand attack
404	10011	100	10012	100	10013	100
# sit attack
405	10014	100	10015	100	10016	100
# go up stair
406	10100	100	10101	100
#go down stair
407	10102	100	10103	100
#hurt
408	10104	100
# idle go up
409	10100	100
#idle go down
410	10102	100
#DIE
411	10200	100
# go up stair attack
412	10110	100	10111	100	10112	100
# go down stair attack
413	10120	100	10121	100	10122	100
# ==== BRICK ===============================================
496	9996	100
#=========TORCH=================================
501	11000	100	11001	100
# ====== WHIP=================================================
600	12000	100	12001	100	12002	100
601	12010	100	12011	100	12012	100
602	12020	100	12021	100	12022	100
#=========AXE===========================================
603	12030	100	12031	100	12032	100	12033	100
#==============HOLYWATER=============================
604	12040	100
#=============BOOMERANG===============================
605	12050	50	12051	50	12052	50
# ======= ITEM ===============================================
# item WhipUpgrade
700	13000	100
# item knife
701	13001	100
# item heart
702	13002	100
# item axe
703	12030	100
# item small heart
704	13003	100
# item money red
705	13004	100
# item money yellow
706	13005	100
# item money purple 
707	13006	100
# item clock
709	13008	100
# item cross	
710	13009	100
# item II
711	13012	100
# item III
712	13014	100
# item hollywater
713	13013	100
# item ball boss 
714	13010	100	13011	100
# item boomerang
715	13016	100
# item vase
716	13015	100
# item blue money-1000
717	13007	100
# item crown
718	13017	50	13018	50	13019	50	13020	50
#======================EFFECT===========================
#===================Fire after torch was stroke===========
800	13101	80	13102	80	13103	80
#=================== Hit Effect=================
801	13120	100
#=================Money Effect==================
810	13140	100
811	13141	100
812	13142	100
813	13143	100
#=============== holly water effect===============
820	13150	100	13151	100	13152	100	13153	100	13154	100
[OBJECTS]
# type	x	y	animation_id
# type: 0 = SIMON , 1 = Brick , 2 = Torch 
# SIMON
0	10	200	0	0	400	401	402	403	404	405	399	406	407	408	409	410	411	412	413
# ===whip - parse animation
17	600	601	602	0
# BRICK
# type 	x	y	gr_row	gr_col	width	height	animation_id
1	-32	176	0	0	32	32
1	-32	208	0	0	32	180
1	0	360	0	0	32	32	496
1	32	360	0	0	32	32	496
1	64	360	0	0	32	32	496
1	96	360	0	0	32	32	496
1	128	360	0	0	32	32	496
1	160	360	0	0	32	32	496
1	192	360	0	0	32	32	496
1	224	360	0	0	32	32	496
1	256	360	0	0	32	32	496
1	288	360	0	1	32	32	496
1	320	360	0	1	32	32	496
1	352	360	0	1	32	32	496
1	384	360	0	1	32	32	496
1	416	360	0	1	32	32	496
1	448	360	0	1	32	32	496
1	480	360	0	1	32	32	496
1	512	360	0	1	32	32	496
1	544	360	0	2	32	32	496
1	576	360	0	2	32	32	496
1	608	360	0	2	32	32	496
1	640	360	0	2	32	32	496
1	672	360	0	2	32	32	496
1	704	360	0	2	32	32	496
1	736	360	0	2	32	32	496
1	768	360	0	2	32	32	496
1	800	360	0	3	32	32	496
